sample_id,group_id,video_path,question,option_a,option_b,option_c,option_d,visual_required,temporal_required,traffic_knowledge_required,mixed_or_ambiguous,primary_label,annotator_note
train_0830,9b4e164b_554_clip_001_0000_0005_N,/workspace/RoadBuddy/data/train/videos/9b4e164b_554_clip_001_0000_0005_N.mp4,Những biển báo nào xuất hiện trong video?,"Biển tốc độ tối đa 60km/h, biển cấm dừng đỗ","Biển tốc độ tối đa 60km/h, biển cấm dừng đỗ, biển cấm phương tiện quy định lưu thông","Biển tốc độ tối đa 60km/h, biển cấm phương tiện quy định lưu thông",Chỉ có biển tốc độ tối đa 60km/h,,,,,,
train_0831,9b4e164b_554_clip_001_0000_0005_N,/workspace/RoadBuddy/data/train/videos/9b4e164b_554_clip_001_0000_0005_N.mp4,"Trong video, có biển báo phụ không?",Có,Không,,,,,,,,
train_0832,9b4e164b_554_clip_001_0000_0005_N,/workspace/RoadBuddy/data/train/videos/9b4e164b_554_clip_001_0000_0005_N.mp4,"Trong video, biển tam giác bên trái là gì?",Biển cấm tụ tập,Biển cảnh báo gió lớn,Biển cảnh báo đường cáp điện phía trước,Biển cảnh báo khu vực trụ điện cao thế phía trước,,,,,,
train_0842,f8102383_554_clip_003_0011_0016_N,/workspace/RoadBuddy/data/train/videos/f8102383_554_clip_003_0011_0016_N.mp4,"Trong video, bảng chỉ dẫn về đường hầm sông Sài Gòn đi theo hướng nào?",Rẽ trái,Rẽ Phải,Rẽ phải ở ngã ba thứ 2,Đi thẳng,,,,,,
train_0843,f8102383_554_clip_003_0011_0016_N,/workspace/RoadBuddy/data/train/videos/f8102383_554_clip_003_0011_0016_N.mp4,"Trong video, có thiết bị camera giám sát giao thông không?",Có,Không,,,,,,,,
train_0858,bf5ae7e6_034_clip_005_0030_0037_Y,/workspace/RoadBuddy/data/train/videos/bf5ae7e6_034_clip_005_0030_0037_Y.mp4,"Trong video, biển báo tam giác là gì?",Cảnh báo có công trình,Cảnh báo đường xuống cấp,Cảnh báo đường có gồ giảm tốc,Cảnh báo đường thường xuyên xảy ra tai nạn,,,,,,
train_0859,bf5ae7e6_034_clip_005_0030_0037_Y,/workspace/RoadBuddy/data/train/videos/bf5ae7e6_034_clip_005_0030_0037_Y.mp4,2 biển báo xuất hiện đầu tiên trong video có ý nghĩa gì?,Cảnh báo đường thường xuyên xảy ra tai nạn với người đi bộ cắt ngang,"Cảnh báo đường xuống cấp, và chỉ dẫn nơi qua đường cho người đi bộ","Cảnh báo đường trơn, cảnh báo đường có gồ giảm tốc",Cảnh báo đường có gồ giảm tố,,,,,,
train_0864,dbccc477_034_clip_006_0047_0055_Y,/workspace/RoadBuddy/data/train/videos/dbccc477_034_clip_006_0047_0055_Y.mp4,Biển báo đầu tiên bên phải là gì?,Biển hiệu lệnh nơi người đi bộ xuống cầu,Biển chỉ dẫn dùng cầu vượt qua đường,Biển chỉ dẫn nơi đi bộ ưu tiên,Biển hiệu nhường đường cho người đi bộ qua cầu,,,,,,
train_0865,dbccc477_034_clip_006_0047_0055_Y,/workspace/RoadBuddy/data/train/videos/dbccc477_034_clip_006_0047_0055_Y.mp4,Những loại biển báo nào xuất hiện trong video?,"Biển cấm, biển hiệu lệnh","Biển cấm, biển hiệu lệnh, biển phụ","Biển cấm, biển hiệu lệnh, biển phụ, biển chỉ dẫn","Biển cấm, biển chỉ dẫn",,,,,,
train_0866,b47a1c5b_034_clip_004_0020_0029_Y,/workspace/RoadBuddy/data/train/videos/b47a1c5b_034_clip_004_0020_0029_Y.mp4,Biển báo cấm bên phải trong video có ý nghĩa gì?,Cấm đỗ xe cho mọi phương tiện,Cấm dừng đỗ xe cho xe ô tô trong khung giờ quy định,Cấm dừng đỗ xe cho mọi phương tiện trong khung giờ quy định,Cấm đỗ xe cho xe ô tô trong khung giờ quy định,,,,,,
train_0867,b47a1c5b_034_clip_004_0020_0029_Y,/workspace/RoadBuddy/data/train/videos/b47a1c5b_034_clip_004_0020_0029_Y.mp4,Loại xe nào có quy định trong bảng phân chia làn?,"Ô tô, xe mô tô","Ô tô, xe mô tô, xe ba bánh","Ô tô, xe mô tô, xe ba bánh, xe con","Ô tô, xe mô tô, xe con",,,,,,
train_0912,1c221cea_545_clip_008_0047_0052_Y,/workspace/RoadBuddy/data/train/videos/1c221cea_545_clip_008_0047_0052_Y.mp4,"Trên làn đường mà các phương tiện đang di chuyển trong video, xuất hiện những loại biển báo nào?",Biển chỉ dẫn,"Biển cấm, biển chỉ dẫn","Biển cấm, biển nguy hiểm, biển chỉ dẫn",Biển cấm và biển phụ,,,,,,
train_0913,1c221cea_545_clip_008_0047_0052_Y,/workspace/RoadBuddy/data/train/videos/1c221cea_545_clip_008_0047_0052_Y.mp4,"Ở làn đường ô tô đang di chuyển trong video, có những biển báo nào xuất hiện?",Biển cấm dừng,Biển cấm loại xe tải,Biển chỉ dẫn đường một chiều,Biển cấm đỗ và biển cấm loại xe lưu thông,,,,,,
train_0914,a01ac992_545_clip_001_0000_0007_Y,/workspace/RoadBuddy/data/train/videos/a01ac992_545_clip_001_0000_0007_Y.mp4,"Trong video, các loại biển báo xuất hiện gồm những loại nào?",Biển chỉ dẫn,"Biển cấm, biển chỉ dẫn","Biển cấm, biển nguy hiểm, biển chỉ dẫn","Biển báo nguy hiểm, biển phụ",,,,,,
train_0915,a01ac992_545_clip_001_0000_0007_Y,/workspace/RoadBuddy/data/train/videos/a01ac992_545_clip_001_0000_0007_Y.mp4,Cụm biển báo nguy hiểm trong video yêu cầu phương tiện thực hiện điều gì?,Đi chậm và chú ý quan sát,Dừng xe hoàn toàn trước biển,Tăng tốc để nhanh qua khu vực nguy hiểm,Rẽ phải ngay lập tức và tránh khu vực,,,,,,
train_0916,bf7b539b_545_clip_002_0007_0015_Y,/workspace/RoadBuddy/data/train/videos/bf7b539b_545_clip_002_0007_0015_Y.mp4,Cụm biển báo cấm xuất hiện trong video yêu cầu phương tiện tuân thủ những hướng nào?,Chỉ đi thẳng,"Rẽ phải, đi thẳng","Rẽ phải, quay đầu","Cấm rẽ trái, cấm quay đầu",,,,,,
train_0917,bf7b539b_545_clip_002_0007_0015_Y,/workspace/RoadBuddy/data/train/videos/bf7b539b_545_clip_002_0007_0015_Y.mp4,Cụm biển báo cấm trong video thể hiện điều gì?,Cấm loại phương tiện cụ thể đi theo hướng trong thời gian quy định,Cấm tất cả các phương tiện đi theo hướng bất kỳ,Chỉ được phép đi theo hướng ngược lại,Được phép đi theo hướng được chỉ dẫn nếu không gây cản trở,,,,,,
train_0933,8fc9c86b_495_clip_006_0038_0045_Y,/workspace/RoadBuddy/data/train/videos/8fc9c86b_495_clip_006_0038_0045_Y.mp4,"Trong video, có bao nhiêu biển báo cấm đi ngược chiều xuất hiện?",3,2,4,1,,,,,,
train_0934,8fc9c86b_495_clip_006_0038_0045_Y,/workspace/RoadBuddy/data/train/videos/8fc9c86b_495_clip_006_0038_0045_Y.mp4,Biển hiệu lệnh ở cuối video yêu cầu phương tiện đi về phía nào?,Chỉ đi bên trái,Chỉ đi bên phải,Cả đi bên trái và bên phải,Không được rẽ,,,,,,
train_0943,8a476a87_495_clip_004_0027_0032_Y,/workspace/RoadBuddy/data/train/videos/8a476a87_495_clip_004_0027_0032_Y.mp4,Biển tam giác xuất hiện trong video có ý nghĩa gì?,Cảnh báo đường trơn,Cảnh báo đoạn đường hẹp,Cảnh báo phải đi chậm,Cảnh báo giao nhau với đường ưu tiên,,,,,,
train_0944,8a476a87_495_clip_004_0027_0032_Y,/workspace/RoadBuddy/data/train/videos/8a476a87_495_clip_004_0027_0032_Y.mp4,Những biển báo nào xuất hiện trong video?,"Biển hiệu lệnh hướng phải đi vòng sang phải, cấm đỗ, chú ý đi chậm, chú ý quan sát","Biển hiệu lệnh hướng phải đi vòng sang trái, cấm đỗ, chú ý đi chậm, chú ý quan sát","Biển hiệu lệnh hướng phải đi vòng sang phải, cấm dừng, chú ý đi chậm, chú ý quan sát","Biển hiệu lệnh hướng phải đi vòng sang phải, cấm đỗ, chú ý đường trơn, chú ý quan sát",,,,,,
train_0949,cae28e66_495_clip_002_0005_0011_Y,/workspace/RoadBuddy/data/train/videos/cae28e66_495_clip_002_0005_0011_Y.mp4,Có bao nhiêu biển báo xuất hiện trong video?,1 biển,2 biển,3 biển,4 biển,,,,,,
train_0950,cae28e66_495_clip_002_0005_0011_Y,/workspace/RoadBuddy/data/train/videos/cae28e66_495_clip_002_0005_0011_Y.mp4,Biển cấm nào xuất hiện trong video?,Cấm dừng đỗ,Cấm rẽ trái,Cấm đỗ,Cấm đi ngược chiều,,,,,,
train_0951,d46b415d_495_clip_006_0027_0032_Y,/workspace/RoadBuddy/data/train/videos/d46b415d_495_clip_006_0027_0032_Y.mp4,Biển chỉ dẫn trong video cho phép phương tiện đi theo hướng nào?,Quay đầu,Rẽ phải,Rẽ trái,Đi thẳng,,,,,,
train_0952,d46b415d_495_clip_006_0027_0032_Y,/workspace/RoadBuddy/data/train/videos/d46b415d_495_clip_006_0027_0032_Y.mp4,Biển cấm nào xuất hiện trong video?,Cấm dừng đỗ,Cấm đỗ,Cấm đi ngược chiều,Cấm ô tô tải,,,,,,
train_0959,2784378f_495_clip_001_0000_0010_Y,/workspace/RoadBuddy/data/train/videos/2784378f_495_clip_001_0000_0010_Y.mp4,Loại phương tiện nào không quy định trong bảng phân chia làn?,Xe tải,Xe ba bánh,Xe buýt điện,Xe khách,,,,,,
train_0960,2784378f_495_clip_001_0000_0010_Y,/workspace/RoadBuddy/data/train/videos/2784378f_495_clip_001_0000_0010_Y.mp4,Loại xe nào có quy định trong bảng phân chia làn?,Xe sơ-mi rơ-moó,Xe sơ-mi rơ-moó,Xe sơ-mi rơ-moó,Xe sơ-mi rơ-moó,,,,,,
train_0969,bee3eb79_495_clip_002_0009_0019_Y,/workspace/RoadBuddy/data/train/videos/bee3eb79_495_clip_002_0009_0019_Y.mp4,Những loại biển báo nào xuất hiện trong video?,"Biển chỉ dẫn, biển báo phụ","Biển chỉ dẫn, biển báo phụ, biển cấm","Biển báo phụ, biển cấm, biển cảnh báo","Biển chỉ dẫn, biển cấm, biển cảnh báo",,,,,,
train_0970,bee3eb79_495_clip_002_0009_0019_Y,/workspace/RoadBuddy/data/train/videos/bee3eb79_495_clip_002_0009_0019_Y.mp4,Loại phương tiện nào quy định tốc độ tối đa 40 km/h?,"Xe tải, xe kéo rơ-moóc","Xe buýt điện, xe kéo rơ-moóc","Xe tải, xe sơ-mi rơ-moóc","Xe khách, xe sơ-mi rơ-moóc",,,,,,
train_0991,4774bc58_401_clip_004_0021_0028_Y,/workspace/RoadBuddy/data/train/videos/4774bc58_401_clip_004_0021_0028_Y.mp4,Những loại biển báo nào xuất hiện trong video?,"Biển chỉ dẫn, biển báo phụ","Biển chỉ dẫn, biển báo phụ, biển hiệu lệnh","Biển chỉ dẫn, biển báo phụ, biển hiệu lệnh, biển cảnh báo","Biển chỉ dẫn, biển báo phụ, biển hiệu lệnh, biển cảnh báo, biển cấm",,,,,,
train_0992,4774bc58_401_clip_004_0021_0028_Y,/workspace/RoadBuddy/data/train/videos/4774bc58_401_clip_004_0021_0028_Y.mp4,Loại biển báo nào không xuất hiện trong video?,Biển chỉ dẫn,Biển báo phụ,Biển hiệu lệnh,Tất cả loại biển báo đều xuất hiện,,,,,,
train_1003,692e07b6_401_clip_005_0032_0041_Y,/workspace/RoadBuddy/data/train/videos/692e07b6_401_clip_005_0032_0041_Y.mp4,Biển cấm trong video cấm điều gì?,Cấm rẽ trái,Cấm dừng xe quá 5 phút,Cấm vượt,Cấm đi ngược chiều,,,,,,
train_1004,692e07b6_401_clip_005_0032_0041_Y,/workspace/RoadBuddy/data/train/videos/692e07b6_401_clip_005_0032_0041_Y.mp4,Có bao nhiêu biển cảnh báo xuất hiện trong video?,1 biển,2 biển,3 biển,4 biển,,,,,,
train_1007,a2bb522b_401_clip_005_0026_0036_Y,/workspace/RoadBuddy/data/train/videos/a2bb522b_401_clip_005_0026_0036_Y.mp4,Chiều cao tối đa cho phép theo biển báo trong video là bao nhiêu?,"2,5 m","2,8 m","3,0 m","3,5 m",,,,,,
train_1008,a2bb522b_401_clip_005_0026_0036_Y,/workspace/RoadBuddy/data/train/videos/a2bb522b_401_clip_005_0026_0036_Y.mp4,Có bao nhiêu loại phương tiện bị cấm theo biển báo trong video?,2 phương tiện,3 phương tiện,4 phương tiện,5 phương tiện,,,,,,
train_1015,5e70f65f_401_clip_007_0045_0055_Y,/workspace/RoadBuddy/data/train/videos/5e70f65f_401_clip_007_0045_0055_Y.mp4,Biển cấm nào xuất hiện bên phải trong video?,Cấm đỗ,Cấm đi ngược chiều,Cấm quay đầu,Cấm vượt,,,,,,
train_1016,5e70f65f_401_clip_007_0045_0055_Y,/workspace/RoadBuddy/data/train/videos/5e70f65f_401_clip_007_0045_0055_Y.mp4,Biển cấm nào xuất hiện bên trái trong video?,Cấm đỗ,Cấm đi ngược chiều,Cấm rẽ trái,Cấm quay đầu,,,,,,
train_1038,f8b38a8b_340_clip_004_0017_0023_Y,/workspace/RoadBuddy/data/train/videos/f8b38a8b_340_clip_004_0017_0023_Y.mp4,Làn đường phương tiện đang di chuyển trong video có giới hạn tốc độ là bao nhiêu?,40 km/h,45 km/h,50 km/h,60 km/h,,,,,,
train_1039,f8b38a8b_340_clip_004_0017_0023_Y,/workspace/RoadBuddy/data/train/videos/f8b38a8b_340_clip_004_0017_0023_Y.mp4,Trên làn đường phương tiện đang di chuyển trong video có những quy định nào?,Cấm quay đầu,"Cấm loại xe cụ thể lưu thông, cấm rẽ trái","Giới hạn tốc độ, cấm loại xe cụ thể lưu thông","Cấm loại xe cụ thể lưu thông, giới hạn tốc độ, cầm rẽ phải",,,,,,
train_1044,a65bb1f2_340_clip_008_0049_0060_Y,/workspace/RoadBuddy/data/train/videos/a65bb1f2_340_clip_008_0049_0060_Y.mp4,Các vạch kẻ đường trên tuyến đường phương tiện đang di chuyển trong video có ý nghĩa gì?,Vạch sang đường cho người đi bộ,"Vạch phân chia dòng, làn và nơi được phép đè lên vạch","Vạch phân chia dòng, làn và nơi cấm đè lên vạch",Tất cả đều đúng,,,,,,
train_1048,f76c8ede_340_clip_004_0022_0032_Y,/workspace/RoadBuddy/data/train/videos/f76c8ede_340_clip_004_0022_0032_Y.mp4,"Trong video, làn đường bên phải dải phân cách giới hạn tốc độ cho loại xe nào?",Xe máy,"Xe máy, xe con","Xe máy, xe con, xe khách",Tất cả loại xe,,,,,,
train_1049,f76c8ede_340_clip_004_0022_0032_Y,/workspace/RoadBuddy/data/train/videos/f76c8ede_340_clip_004_0022_0032_Y.mp4,Giới hạn tốc độ tại làn đường hiện tại phương tiện đang di chuyển trong video là bao nhiêu?,40 km/h,45 km/h,50 km/h,60 km/h,,,,,,
train_1052,b24445a7_340_clip_006_0037_0043_Y,/workspace/RoadBuddy/data/train/videos/b24445a7_340_clip_006_0037_0043_Y.mp4,"Trong video, khi đi thẳng, phương tiện sẽ đi vào đường nào sau đây?",Trần Hưng Đạo,Mai Chí Thọ,Nguyễn Văn Cừ,Điện Biên Phủ,,,,,,
train_1053,b24445a7_340_clip_006_0037_0043_Y,/workspace/RoadBuddy/data/train/videos/b24445a7_340_clip_006_0037_0043_Y.mp4,"Tại ngã tư trong video, phương tiện có thể di chuyển theo những hướng nào?",Quay đầu,"Đi thẳng, quay đầu","Đi thẳng, rẽ trái, rẽ phải","Đi thẳng, rẽ trái, rẽ phải, quay đầu",,,,,,
train_1069,02ed73ce_340_clip_007_0044_0053_Y,/workspace/RoadBuddy/data/train/videos/02ed73ce_340_clip_007_0044_0053_Y.mp4,"Theo thông tin các biển báo giao thông trong video, người tham gia giao thông nên lưu ý những gì?","Đường trơn, đi chậm","Giao nhau với đường sắt, chú ý quan sát","Ngã tư có tín hiệu đèn, đi thẳng và rẽ phải","Khúc cua nguy hiểm, đi chậm, chú ý quan sát, đoạn đường hay xảy ra tai nạn",,,,,,
train_1070,02ed73ce_340_clip_007_0044_0053_Y,/workspace/RoadBuddy/data/train/videos/02ed73ce_340_clip_007_0044_0053_Y.mp4,Xuất hiện biển báo nào sau đây trong video?,Biển cảnh báo đi chậm,Biển cấm rẽ trái,Biển chỉ dẫn đường một chiều,Biển cấm đỗ,,,,,,
train_1072,12738a23_340_clip_009_0055_0060_Y,/workspace/RoadBuddy/data/train/videos/12738a23_340_clip_009_0055_0060_Y.mp4,Biển báo trong video thuộc nhóm biển báo nào?,Biển chỉ dẫn,Biển hiệu lệnh,Biển báo nguy hiểm,Biển báo cấm,,,,,,
train_1088,74f93d17_238_clip_002_0006_0015_Y,/workspace/RoadBuddy/data/train/videos/74f93d17_238_clip_002_0006_0015_Y.mp4,"Trong video, làn đường xe đang chạy cấm bao nhiêu loại phương tiện?",2,3,4,5,,,,,,
train_1089,74f93d17_238_clip_002_0006_0015_Y,/workspace/RoadBuddy/data/train/videos/74f93d17_238_clip_002_0006_0015_Y.mp4,Liệt kê các loại phương tiện bị cấm di chuyển ở làn đường xe đang chạy trong video?,"Xe tải trên 2,5 tấn, xe tải từ 2,5 tấn trở xuống, xe khách, xe lam, xe xích lô","Xe tải trên 2,5 tấn, xe tải, xe khách giường nằm, xe lam, xe xích lô","Xe tải trên 2,5 tấn, xe tải từ 2,5 tấn trở xuống, xe khách giường nằm, xe lam, xe xích lô","Xe tải trên 2,5 tấn, xe tải từ, xe khách, xe lam, xe xích lô",,,,,,
train_1094,3c4b1eec_238_clip_009_0054_0060_Y,/workspace/RoadBuddy/data/train/videos/3c4b1eec_238_clip_009_0054_0060_Y.mp4,Những loại biển báo nào xuất hiện trong video?,"Biển cấm, biển cảnh báo","Biển cấm, biển cảnh báo, biển hiệu lệnh","Biển cấm, biển hiệu lệnh",Chỉ có biển cấm,,,,,,
train_1095,3c4b1eec_238_clip_009_0054_0060_Y,/workspace/RoadBuddy/data/train/videos/3c4b1eec_238_clip_009_0054_0060_Y.mp4,Đoạn đường trong video quy định chiều ngang xe không được vượt quá bao nhiêu?,5m,"4,6m",4m,Không có thông tin quy định,,,,,,
train_1112,464c04af_238_clip_003_0015_0025_Y,/workspace/RoadBuddy/data/train/videos/464c04af_238_clip_003_0015_0025_Y.mp4,Hai biển báo bên phải là gì?,"Cấm xe tải dưới 2,5 tấn 24/24","Cấm xe tải trên 2,5 tấn từ 6:00-22:00","Cấm xe kéo rơ-moóc trên 2,5 tấn từ 6:00-22:00","Cấm xe kéo rơ-moóc trên 2,5 tấn 24/24",,,,,,
train_1113,464c04af_238_clip_003_0015_0025_Y,/workspace/RoadBuddy/data/train/videos/464c04af_238_clip_003_0015_0025_Y.mp4,Những loại biển báo nào xuất hiện trong video?,"Biển cấm, biển chỉ dẫn","Biển cấm, biển báo phụ, biển chỉ dẫn","Biển cấm, biển báo phụ",Chỉ có biển cấm,,,,,,
train_1118,2cabd7e7_238_clip_001_0000_0005_Y,/workspace/RoadBuddy/data/train/videos/2cabd7e7_238_clip_001_0000_0005_Y.mp4,Những biển báo nào xuất hiện trong video?,"Biển chỉ dẫn đường, biển cấm rẽ trái","Biển chỉ dẫn đường, biển cấm rẽ trái, biển hạn chế chiều cao","Biển chỉ dẫn đường, biển cấm rẽ trái với ô tô, biển hạn chế chiều cao","Biển chỉ dẫn đường, biển cấm rẽ trái với ô tô, biển hạn chế chiều cao trong khung giờ quy định",,,,,,
train_1119,2cabd7e7_238_clip_001_0000_0005_Y,/workspace/RoadBuddy/data/train/videos/2cabd7e7_238_clip_001_0000_0005_Y.mp4,Hướng nào đi về cầu vượt Nguyễn Hữu Cảnh?,Rẽ trái,Đi thẳng,Rẽ phải lối rẽ thứ 2,Rẽ phải lối rẽ đầu tiên,,,,,,
train_1120,83f82f16_238_clip_002_0005_0012_Y,/workspace/RoadBuddy/data/train/videos/83f82f16_238_clip_002_0005_0012_Y.mp4,Giới hạn chiều cao tối đa theo biển báo trong video là bao nhiêu?,"4,5m","4,8m","5,0m","3,8m",,,,,,
train_1121,83f82f16_238_clip_002_0005_0012_Y,/workspace/RoadBuddy/data/train/videos/83f82f16_238_clip_002_0005_0012_Y.mp4,Xe hơi bị cấm làm gì theo biển báo trong video?,Rẽ phải,Rẽ trái,Quay đầu,Dừng đỗ,,,,,,
train_1124,1337739e_238_clip_001_0000_0005_Y,/workspace/RoadBuddy/data/train/videos/1337739e_238_clip_001_0000_0005_Y.mp4,Biển báo nào xuất hiện cuối cùng trong video?,Biển cấm đỗ,Biển khúc ngoặt nguy hiểm,Biển cấm rẽ trái,Biển giới hạn tốc độ,,,,,,
train_1125,1337739e_238_clip_001_0000_0005_Y,/workspace/RoadBuddy/data/train/videos/1337739e_238_clip_001_0000_0005_Y.mp4,Có bao nhiêu biển báo xuất hiện trong video?,2,3,4,5,,,,,,
train_1129,097a1e10_238_clip_006_0034_0040_Y,/workspace/RoadBuddy/data/train/videos/097a1e10_238_clip_006_0034_0040_Y.mp4,Những loại biển báo cấm nào xuất hiện trong video?,"Cấm dừng đỗ, cấm một số phương tiện theo quy định","Cấm dừng đỗ, cấm một số phương tiện theo quy định, cấm vượt mức trọng lượng tối đa","Cấm dừng đỗ, cấm một số phương tiện theo quy định, cấm vượt mức tốc độ tối đa","Cấm dừng đỗ, cấm vượt mức tốc độ tối đa",,,,,,
train_1130,097a1e10_238_clip_006_0034_0040_Y,/workspace/RoadBuddy/data/train/videos/097a1e10_238_clip_006_0034_0040_Y.mp4,Phương tiện nào không có quy định trong bảng phân làn trong video?,Xe con,Xe khách,Xe mô tô,Xe buýt,,,,,,
train_1135,dc1110c1_238_clip_006_0044_0053_Y,/workspace/RoadBuddy/data/train/videos/dc1110c1_238_clip_006_0044_0053_Y.mp4,Phương tiện nào không có quy định trong bảng phân làn trong video?,Xe con,Xe ô tô,Xe mô tô,Xe điện,,,,,,
train_1136,dc1110c1_238_clip_006_0044_0053_Y,/workspace/RoadBuddy/data/train/videos/dc1110c1_238_clip_006_0044_0053_Y.mp4,Những loại biển báo cấm nào xuất hiện trong video?,"Cấm người đi bộ, cấm vượt quá 50 km/h","Cấm người đi bộ, cấm vượt quá 50 km/h, cấm vượt quá chiều ngang xe 4,5m","Cấm người đi bộ, cấm vượt quá 50 km/h, cấm vượt quá chiều ngang xe 4,5m, cấm vượt quá chiều cao xe 4,5m","Cấm người đi bộ, cấm vượt quá 50 km/h, cấm vượt quá chiều cao xe 4,5m",,,,,,
train_1139,5408f9ac_179_clip_001_0000_0007_Y,/workspace/RoadBuddy/data/train/videos/5408f9ac_179_clip_001_0000_0007_Y.mp4,Có tất cả mấy nhóm biển báo khác nhau trong video?,2,3,4,5,,,,,,
train_1140,5408f9ac_179_clip_001_0000_0007_Y,/workspace/RoadBuddy/data/train/videos/5408f9ac_179_clip_001_0000_0007_Y.mp4,Nội dung của 2 biển báo cấm đầu tiên là gì?,"Cấm đỗ xe ngày lẻ, cấm đỗ xe ngày chẵn",Cấm đỗ xe ngày chẵn,"Cấm đỗ xe, cấm đỗ xe ngày lẻ","Cấm dừng đỗ xe, cấm đỗ xe",,,,,,
train_1143,7631de9d_179_clip_005_0029_0035_Y,/workspace/RoadBuddy/data/train/videos/7631de9d_179_clip_005_0029_0035_Y.mp4,Nội dung biển báo nguy hiểm và biển báo cấm là gì?,"Chỗ ngoặt nguy hiểm, cấm quay đầu","Chỗ ngoặt nguy hiểm, cấm xe hơi quay đầu","Chỗ ngoặt nguy hiểm có nguy cơ lật xe, cấm quay đầu","Chỗ ngoặt nguy hiểm có nguy cơ lật xe, cấm xe hơi quay đầu",,,,,,
train_1144,7631de9d_179_clip_005_0029_0035_Y,/workspace/RoadBuddy/data/train/videos/7631de9d_179_clip_005_0029_0035_Y.mp4,Có tất cả mấy nhóm biển báo khác nhau trong video?,2,3,4,5,,,,,,
train_1148,25e97977_179_clip_007_0039_0047_Y,/workspace/RoadBuddy/data/train/videos/25e97977_179_clip_007_0039_0047_Y.mp4,Nội dung biển báo nguy hiểm và biển chỉ dẫn là gì?,Đường có gờ giảm tố,"Đường lồi lõm, nơi người đi bộ sang ngang",Đường có gờ giảm tố,"Đường lồi lõm, đường đi bộ",,,,,,
train_1159,edd96831_179_clip_008_0052_0060_N,/workspace/RoadBuddy/data/train/videos/edd96831_179_clip_008_0052_0060_N.mp4,Biển báo nào xuất hiện đầu tiên trong video?,Biển cấm đỗ,Biển trạm xe buýt,Biển cảnh báo đi chậm,Biển chỉ dẫn hướng đi,,,,,,
train_1160,edd96831_179_clip_008_0052_0060_N,/workspace/RoadBuddy/data/train/videos/edd96831_179_clip_008_0052_0060_N.mp4,Biển báo nào xuất hiện cuối cùng trong video?,Biển cấm dừng đỗ,Biển giới hạn tốc độ,Biển hướng dẫn lộ trình quay đầu xe,Biển cảnh báo đường hẹp,,,,,,
train_1170,cfbe4fe9_179_clip_001_0000_0005_Y,/workspace/RoadBuddy/data/train/videos/cfbe4fe9_179_clip_001_0000_0005_Y.mp4,Biển báo nào sau đây xuất hiện trong video?,Cấm đi ngược chiều,Cấm rẽ trái,Biển hiệu lệnh đi thẳng,Cấm dừng đỗ,,,,,,
train_1173,38ba8abc_179_clip_008_0051_0060_Y,/workspace/RoadBuddy/data/train/videos/38ba8abc_179_clip_008_0051_0060_Y.mp4,Nội dung biển báo trong video là gì?,Cấm rẽ trái,Cấm quay đầu,Cấm rẽ phải,Xe hơi quay đầu,,,,,,
train_1177,23245211_035_clip_008_0051_0060_Y,/workspace/RoadBuddy/data/train/videos/23245211_035_clip_008_0051_0060_Y.mp4,"Trong video này, biển báo ở phía bên phải có ý nghĩa gì?",Cấm dừng và đỗ xe,Cấm đỗ xe,Đường cấm,Cấm rẽ phải,,,,,,
train_1181,a5cb63a2_035_clip_001_0000_0007_Y,/workspace/RoadBuddy/data/train/videos/a5cb63a2_035_clip_001_0000_0007_Y.mp4,"Trong video này, cụm biển báo bên phải đường có ý nghĩa gì?",Báo hiệu phía trước là đoạn đường cong nguy hiểm và các phương tiện chỉ được phép đi thẳng hoặc rẽ phải.,Cấm các phương tiện rẽ trái và cảnh báo đường cong.,Chỉ cảnh báo phía trước có đoạn đường cong nguy hiểm.,Bắt buộc rẽ phải tại nơi đường giao nhau.,,,,,,
train_1184,add702c9_063_clip_003_0017_0024_Y,/workspace/RoadBuddy/data/train/videos/add702c9_063_clip_003_0017_0024_Y.mp4,"Trong video này, xe đang di chuyển dưới công trình giao thông nào?",Cầu Sài Gòn,Cầu Thủ Thiêm,Cầu Khánh Hội,Hầm Thủ Thiêm,,,,,,
train_1188,8ae769ed_183_clip_008_0050_0060_Y,/workspace/RoadBuddy/data/train/videos/8ae769ed_183_clip_008_0050_0060_Y.mp4,"Trong video này, theo vạch kẻ đường, làn đường mà xe đang di chuyển cho phép các phương tiện đi theo những hướng nào?",Chỉ được đi thẳng,Đi thẳng và rẽ phải,Đi thẳng và rẽ trái,Chỉ được rẽ phải,,,,,,
train_1192,bdc14f1f_164_clip_011_0071_0078_Y,/workspace/RoadBuddy/data/train/videos/bdc14f1f_164_clip_011_0071_0078_Y.mp4,"Trong video này, biển báo trên đường cao tốc quy định tốc độ như thế nào?",Tốc độ tối đa 120 km/h và tối thiểu 60 km/h,Chỉ quy định tốc độ tối đa 120 km/h,Tốc độ tối đa 100 km/h và tối thiểu 60 km/h,Chỉ quy định tốc độ tối thiểu 60 km/h,,,,,,
train_1194,a9ab364a_015_clip_016_0103_0112_Y,/workspace/RoadBuddy/data/train/videos/a9ab364a_015_clip_016_0103_0112_Y.mp4,"Trong video này, để đi đến Phan Thiết, người lái xe cần đi theo hướng nào tại nút giao phía trước?",Đi thẳng,Rẽ phải,Rẽ trái,Quay đầu,,,,,,
